Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class
40:40.6,0.07,TCP  ,OPENSTACK_NET,63005,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
40:40.6,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63006,7,556,1,.AP.SF,0,normal
40:40.6,0.059,TCP  ,OPENSTACK_NET,63006,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
40:41.7,1.201,TCP  ,EXT_SERVER,22,19185_199,41778,5,1285,1,.AP.SF,0,suspicious
40:41.7,1.201,TCP  ,19185_199,41778,EXT_SERVER,22,7,393,1,.AP.SF,0,suspicious
40:45.4,0,UDP  ,12644_76,43934,EXT_SERVER,1900,1,118,1,......,0,suspicious
40:45.4,0,ICMP ,EXT_SERVER,0,12644_76,3.3,1,146,1,......,0,suspicious
43:25.5,21.157,TCP  ,EXT_SERVER,22,10767_152,28503,27,3809,1,.APRSF,0,suspicious
43:25.5,21.157,TCP  ,10767_152,28503,EXT_SERVER,22,25,3086,1,.AP.SF,0,suspicious
43:28.8,18.486,TCP  ,14105_56,46264,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
43:28.8,18.486,TCP  ,EXT_SERVER,22,14105_56,46264,26,3745,1,.APRSF,0,suspicious
43:47.2,19.945,TCP  ,EXT_SERVER,22,10767_152,57888,26,3745,1,.APRSF,0,suspicious
43:47.2,19.945,TCP  ,10767_152,57888,EXT_SERVER,22,24,2966,1,.AP.SF,0,suspicious
43:47.8,19.423,TCP  ,14105_56,46284,EXT_SERVER,22,26,3004,1,.AP.SF,0,suspicious
43:47.8,19.423,TCP  ,EXT_SERVER,22,14105_56,46284,26,3745,1,.APRSF,0,suspicious
44:07.6,18.508,TCP  ,EXT_SERVER,22,10767_152,21302,26,3745,1,.APRSF,0,suspicious
44:07.6,18.508,TCP  ,10767_152,21302,EXT_SERVER,22,24,2950,1,.AP.SF,0,suspicious
44:07.8,19.474,TCP  ,14105_56,51000,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
44:07.8,19.474,TCP  ,EXT_SERVER,22,14105_56,51000,26,3745,1,.APRSF,0,suspicious
41:21.9,9.696,TCP  ,10006_27,41929,EXT_SERVER,22,17,2319,1,.AP.SF,0,suspicious
41:21.9,9.696,TCP  ,EXT_SERVER,22,10006_27,41929,19,3209,1,.AP.SF,0,suspicious
41:40.1,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56302,7,561,1,.AP.SF,0,normal
41:40.1,0.073,TCP  ,OPENSTACK_NET,56302,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
41:40.1,0.082,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56303,7,1724,1,.AP.SF,0,normal
41:40.1,0.082,TCP  ,OPENSTACK_NET,56303,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
41:40.6,0.083,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63023,7,561,1,.AP.SF,0,normal
41:40.6,0.083,TCP  ,OPENSTACK_NET,63023,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
44:26.6,19.085,TCP  ,EXT_SERVER,22,10767_152,46869,26,3745,1,.APRSF,0,suspicious
44:26.6,19.085,TCP  ,10767_152,46869,EXT_SERVER,22,26,3038,1,.AP.SF,0,suspicious
44:27.7,20.651,TCP  ,14105_56,55730,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
44:27.7,20.651,TCP  ,EXT_SERVER,22,14105_56,55730,26,3745,1,.APRSF,0,suspicious
44:46.2,19.367,TCP  ,EXT_SERVER,22,10767_152,9059,26,3745,1,.APRSF,0,suspicious
44:46.2,19.367,TCP  ,10767_152,9059,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
44:48.9,19.018,TCP  ,14105_56,64284,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
44:48.9,19.018,TCP  ,EXT_SERVER,22,14105_56,64284,26,3745,1,.APRSF,0,suspicious
45:15.9,5.674,TCP  ,18851_139,62748,EXT_SERVER,22,6,389,1,.APRSF,0,suspicious
45:15.9,5.674,TCP  ,EXT_SERVER,22,18851_139,62748,6,1378,1,.AP.SF,0,suspicious
45:06.1,20.259,TCP  ,EXT_SERVER,22,10767_152,36529,26,3745,1,.APRSF,0,suspicious
45:06.1,20.259,TCP  ,10767_152,36529,EXT_SERVER,22,24,2950,1,.AP.SF,0,suspicious
45:08.4,23.16,TCP  ,14105_56,2770,EXT_SERVER,22,27,3704,1,.AP.SF,0,suspicious
45:08.4,23.16,TCP  ,EXT_SERVER,22,14105_56,2770,29,5609,1,.APRSF,0,suspicious
42:26.5,9.329,TCP  ,10006_27,21704,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
42:26.5,9.329,TCP  ,EXT_SERVER,22,10006_27,21704,21,3357,1,.AP.SF,0,suspicious
42:28.1,12.698,TCP  ,19173_188,62334,EXT_SERVER,22,15,1724,1,  0xdb,0,suspicious
42:28.1,12.698,TCP  ,EXT_SERVER,22,19173_188,62334,14,2625,1,.AP.SF,0,suspicious
45:26.8,19.812,TCP  ,EXT_SERVER,22,10767_152,1484,26,3745,1,.APRSF,0,suspicious
45:26.8,19.812,TCP  ,10767_152,1484,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
42:42.1,7.463,TCP  ,19173_188,62442,EXT_SERVER,22,15,1724,1,  0xdb,0,suspicious
42:42.1,7.463,TCP  ,EXT_SERVER,22,19173_188,62442,14,2625,1,.AP.SF,0,suspicious
45:32.1,19.095,TCP  ,14105_56,22654,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
45:32.1,19.095,TCP  ,EXT_SERVER,22,14105_56,22654,26,3745,1,.APRSF,0,suspicious
45:47.1,19.103,TCP  ,EXT_SERVER,22,10767_152,29866,26,3745,1,.APRSF,0,suspicious
45:47.1,19.103,TCP  ,10767_152,29866,EXT_SERVER,22,24,2918,1,.AP.SF,0,suspicious
45:51.7,18.525,TCP  ,14105_56,30228,EXT_SERVER,22,26,3004,1,.AP.SF,0,suspicious
45:51.7,18.525,TCP  ,EXT_SERVER,22,14105_56,30228,26,3745,1,.APRSF,0,suspicious
46:06.7,20.522,TCP  ,EXT_SERVER,22,10767_152,57832,26,3745,1,.APRSF,0,suspicious
46:06.7,20.522,TCP  ,10767_152,57832,EXT_SERVER,22,24,2918,1,.AP.SF,0,suspicious
46:10.7,19.128,TCP  ,14105_56,34640,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
46:10.7,19.128,TCP  ,EXT_SERVER,22,14105_56,34640,26,3745,1,.APRSF,0,suspicious
43:40.1,0.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56336,7,556,1,.AP.SF,0,normal
43:40.1,0.064,TCP  ,OPENSTACK_NET,56336,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
43:40.1,0.081,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56337,7,702,1,.AP.SF,0,normal
43:40.1,0.081,TCP  ,OPENSTACK_NET,56337,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
43:40.6,0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63056,7,702,1,.AP.SF,0,normal
43:40.6,0.071,TCP  ,OPENSTACK_NET,63056,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
43:40.6,0.044,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63057,7,556,1,.AP.SF,0,normal
43:40.6,0.044,TCP  ,OPENSTACK_NET,63057,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
43:41.5,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56338,7,639,1,.AP.SF,0,normal
43:41.5,0.057,TCP  ,OPENSTACK_NET,56338,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
43:42.4,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63058,7,639,1,.AP.SF,0,normal
43:42.4,0.054,TCP  ,OPENSTACK_NET,63058,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
46:27.8,18.783,TCP  ,EXT_SERVER,22,10767_152,23127,26,3745,1,.APRSF,0,suspicious
46:27.8,18.783,TCP  ,10767_152,23127,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
46:37.5,11.228,TCP  ,10006_27,18518,EXT_SERVER,22,7,1671,1,.APRSF,0,suspicious
46:37.5,11.228,TCP  ,EXT_SERVER,22,10006_27,18518,6,1349,1,.AP.SF,0,suspicious
46:30.3,19.73,TCP  ,14105_56,40280,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
46:30.3,19.73,TCP  ,EXT_SERVER,22,14105_56,40280,26,3745,1,.APRSF,0,suspicious
46:55.4,1.125,TCP  ,19186_17,50358,EXT_SERVER,9981,3,152,1,....S.,0,suspicious
46:55.4,1.125,TCP  ,EXT_SERVER,9981,19186_17,50358,3,120,1,.A.R..,0,suspicious
47:02.6,1.28,TCP  ,19187_125,3491,EXT_SERVER,445,3,144,1,....S.,0,suspicious
47:02.6,1.28,TCP  ,EXT_SERVER,445,19187_125,3491,3,120,1,.A.R..,0,suspicious
46:47.1,19.075,TCP  ,EXT_SERVER,22,10767_152,50705,26,3745,1,.APRSF,0,suspicious
46:47.1,19.075,TCP  ,10767_152,50705,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
46:50.5,17.208,TCP  ,14105_56,50360,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
46:50.5,17.208,TCP  ,EXT_SERVER,22,14105_56,50360,26,3745,1,.APRSF,0,suspicious
47:17.7,0,TCP  ,EXT_SERVER,23,10466_141,49456,1,40,1,.A.R..,0,suspicious
47:17.7,0,TCP  ,10466_141,49456,EXT_SERVER,23,1,46,1,....S.,0,suspicious
47:06.6,19.216,TCP  ,EXT_SERVER,22,10767_152,14173,26,3745,1,.APRSF,0,suspicious
47:06.6,19.216,TCP  ,10767_152,14173,EXT_SERVER,22,26,3022,1,.AP.SF,0,suspicious
47:08.2,18.298,TCP  ,14105_56,51132,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
47:08.2,18.298,TCP  ,EXT_SERVER,22,14105_56,51132,26,3745,1,.APRSF,0,suspicious
47:07.0,21.121,TCP  ,18851_139,40736,EXT_SERVER,22,16,2293,1,.APRSF,0,suspicious
47:07.0,21.121,TCP  ,EXT_SERVER,22,18851_139,40736,26,5525,1,.AP.SF,0,suspicious
44:21.7,15.083,TCP  ,18851_139,36626,EXT_SERVER,22,20,3322,1,.AP.SF,0,suspicious
44:21.7,15.083,TCP  ,EXT_SERVER,22,18851_139,36626,28,4866,1,.AP.SF,0,suspicious
44:30.9,9.775,TCP  ,10006_27,21131,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
44:30.9,9.775,TCP  ,EXT_SERVER,22,10006_27,21131,19,3185,1,.AP.SF,0,suspicious
47:26.3,18.394,TCP  ,EXT_SERVER,22,10767_152,42397,26,3745,1,.APRSF,0,suspicious
47:26.3,18.394,TCP  ,10767_152,42397,EXT_SERVER,22,24,2966,1,.AP.SF,0,suspicious
47:27.0,17.252,TCP  ,14105_56,55702,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
47:27.0,17.252,TCP  ,EXT_SERVER,22,14105_56,55702,26,3745,1,.APRSF,0,suspicious
47:44.8,18.089,TCP  ,14105_56,56340,EXT_SERVER,22,24,2932,1,.AP.SF,0,suspicious
47:44.8,18.089,TCP  ,EXT_SERVER,22,14105_56,56340,26,3745,1,.APRSF,0,suspicious
47:45.2,19.79,TCP  ,EXT_SERVER,22,10767_152,5383,26,3745,1,.APRSF,0,suspicious
47:45.2,19.79,TCP  ,10767_152,5383,EXT_SERVER,22,24,2998,1,.AP.SF,0,suspicious
48:03.4,17.183,TCP  ,14105_56,60516,EXT_SERVER,22,24,2948,1,.AP.SF,0,suspicious
48:03.4,17.183,TCP  ,EXT_SERVER,22,14105_56,60516,26,3745,1,.APRSF,0,suspicious
45:18.9,4.538,TCP  ,17626_160,38393,EXT_SERVER,22,12,1664,1,  0xdb,0,suspicious
45:18.9,4.538,TCP  ,EXT_SERVER,22,17626_160,38393,16,2889,1,.AP.SF,0,suspicious
48:05.5,18.441,TCP  ,EXT_SERVER,22,10767_152,34122,26,3745,1,.APRSF,0,suspicious
48:05.5,18.441,TCP  ,10767_152,34122,EXT_SERVER,22,24,2950,1,.AP.SF,0,suspicious
48:21.1,19.082,TCP  ,14105_56,61366,EXT_SERVER,22,26,3004,1,.AP.SF,0,suspicious
48:21.1,19.082,TCP  ,EXT_SERVER,22,14105_56,61366,26,3745,1,.APRSF,0,suspicious
48:24.5,19.022,TCP  ,EXT_SERVER,22,10767_152,61692,26,3745,1,.APRSF,0,suspicious
48:24.5,19.022,TCP  ,10767_152,61692,EXT_SERVER,22,24,2946,1,.AP.SF,0,suspicious
45:34.3,9.657,TCP  ,10006_27,45825,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
45:34.3,9.657,TCP  ,EXT_SERVER,22,10006_27,45825,19,3185,1,.AP.SF,0,suspicious
48:40.7,18.798,TCP  ,14105_56,3000,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
48:40.7,18.798,TCP  ,EXT_SERVER,22,14105_56,3000,26,3745,1,.APRSF,0,suspicious
48:44.0,18.383,TCP  ,EXT_SERVER,22,10767_152,25073,26,3745,1,.APRSF,0,suspicious
48:44.0,18.383,TCP  ,10767_152,25073,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
48:57.7,6.59,TCP  ,18851_139,19200,EXT_SERVER,22,4,242,1,.APRSF,0,suspicious
48:57.7,6.59,TCP  ,EXT_SERVER,22,18851_139,19200,6,409,1,.AP.S.,0,suspicious
49:00.0,18.583,TCP  ,14105_56,7892,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
49:00.0,18.583,TCP  ,EXT_SERVER,22,14105_56,7892,26,3745,1,.APRSF,0,suspicious
49:02.9,19.168,TCP  ,EXT_SERVER,22,10767_152,52264,26,3745,1,.APRSF,0,suspicious
49:02.9,19.168,TCP  ,10767_152,52264,EXT_SERVER,22,24,2918,1,.AP.SF,0,suspicious
46:11.1,13.83,TCP  ,18851_139,48835,EXT_SERVER,22,17,2359,1,.AP.SF,0,suspicious
46:11.1,13.83,TCP  ,EXT_SERVER,22,18851_139,48835,27,3961,1,.AP.SF,0,suspicious
49:34.5,0,TCP  ,19188_223,27929,EXT_SERVER,23,1,46,1,....S.,0,suspicious
49:34.5,0,TCP  ,EXT_SERVER,23,19188_223,27929,1,40,1,.A.R..,0,suspicious
49:19.0,19.084,TCP  ,14105_56,12814,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
49:19.0,19.084,TCP  ,EXT_SERVER,22,14105_56,12814,26,3745,1,.APRSF,0,suspicious
46:40.1,0.081,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56385,7,561,1,.AP.SF,0,normal
46:40.1,0.081,TCP  ,OPENSTACK_NET,56385,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
46:40.1,0.096,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56386,7,1725,1,.AP.SF,0,normal
46:40.1,0.096,TCP  ,OPENSTACK_NET,56386,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
46:40.1,0.097,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56387,7,702,1,.AP.SF,0,normal
46:40.1,0.097,TCP  ,OPENSTACK_NET,56387,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
46:40.1,0.082,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56388,7,556,1,.AP.SF,0,normal
46:40.1,0.082,TCP  ,OPENSTACK_NET,56388,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
46:40.6,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63107,7,702,1,.AP.SF,0,normal
46:40.6,0.058,TCP  ,OPENSTACK_NET,63107,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
46:40.6,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63108,7,556,1,.AP.SF,0,normal
46:40.6,0.058,TCP  ,OPENSTACK_NET,63108,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
46:40.6,0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63109,7,561,1,.AP.SF,0,normal
46:40.6,0.051,TCP  ,OPENSTACK_NET,63109,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
49:22.5,19.351,TCP  ,EXT_SERVER,22,10767_152,15523,26,3745,1,.APRSF,0,suspicious
49:22.5,19.351,TCP  ,10767_152,15523,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
49:38.6,19.713,TCP  ,14105_56,18678,EXT_SERVER,22,24,2916,1,.AP.SF,0,suspicious
49:38.6,19.713,TCP  ,EXT_SERVER,22,14105_56,18678,26,3745,1,.APRSF,0,suspicious
49:42.4,20.348,TCP  ,EXT_SERVER,22,10767_152,43948,26,3745,1,.APRSF,0,suspicious
49:42.4,20.348,TCP  ,10767_152,43948,EXT_SERVER,22,26,3054,1,.AP.SF,0,suspicious
49:58.8,18.854,TCP  ,14105_56,25240,EXT_SERVER,22,24,2932,1,.AP.SF,0,suspicious
49:58.8,18.854,TCP  ,EXT_SERVER,22,14105_56,25240,26,3745,1,.APRSF,0,suspicious
47:21.9,0.011,UDP  ,10116_11,67,EXT_SERVER,68,1,377,1,......,0,suspicious
47:21.9,0.011,UDP  ,EXT_SERVER,68,10116_11,67,1,328,1,......,0,suspicious
50:21.0,0,TCP  ,19189_11,3227,EXT_SERVER,23,1,46,1,....S.,0,suspicious
50:21.0,0,TCP  ,EXT_SERVER,23,19189_11,3227,1,40,1,.A.R..,0,suspicious
50:03.2,20.193,TCP  ,EXT_SERVER,22,10767_152,8249,26,3745,1,.APRSF,0,suspicious
50:03.2,20.193,TCP  ,10767_152,8249,EXT_SERVER,22,24,2934,1,.AP.SF,0,suspicious
50:18.2,20.153,TCP  ,14105_56,30034,EXT_SERVER,22,26,3020,1,.AP.SF,0,suspicious
50:18.2,20.153,TCP  ,EXT_SERVER,22,14105_56,30034,26,3745,1,.APRSF,0,suspicious
50:23.9,21.016,TCP  ,EXT_SERVER,22,10767_152,37290,26,3745,1,.APRSF,0,suspicious
50:23.9,21.016,TCP  ,10767_152,37290,EXT_SERVER,22,26,3038,1,.AP.SF,0,suspicious
47:38.0,8.101,TCP  ,10006_27,42900,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
47:38.0,8.101,TCP  ,EXT_SERVER,22,10006_27,42900,19,3185,1,.AP.SF,0,suspicious
50:38.8,19.274,TCP  ,14105_56,36606,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
50:38.8,19.274,TCP  ,EXT_SERVER,22,14105_56,36606,26,3745,1,.APRSF,0,suspicious
50:45.4,19.863,TCP  ,EXT_SERVER,22,10767_152,2514,26,3745,1,.APRSF,0,suspicious
50:45.4,19.863,TCP  ,10767_152,2514,EXT_SERVER,22,26,3038,1,.AP.SF,0,suspicious
51:10.9,0.035,TCP  ,19190_39,55264,EXT_SERVER,12345,2,92,1,...RS.,0,suspicious
51:10.9,0.035,TCP  ,EXT_SERVER,12345,19190_39,55264,1,40,1,.A.R..,0,suspicious
50:58.6,19.134,TCP  ,14105_56,42278,EXT_SERVER,22,24,2916,1,.AP.SF,0,suspicious
50:58.6,19.134,TCP  ,EXT_SERVER,22,14105_56,42278,26,3745,1,.APRSF,0,suspicious
48:02.6,19.612,TCP  ,18851_139,35077,EXT_SERVER,22,19,2539,1,.AP.SF,0,suspicious
48:02.6,19.612,TCP  ,EXT_SERVER,22,18851_139,35077,28,4801,1,.AP.SF,0,suspicious
51:05.8,21.679,TCP  ,EXT_SERVER,22,10767_152,30445,27,3865,1,.APRSF,0,suspicious
51:05.8,21.679,TCP  ,10767_152,30445,EXT_SERVER,22,26,3054,1,.AP.SF,0,suspicious
51:18.3,19.97,TCP  ,14105_56,47054,EXT_SERVER,22,24,2948,1,.AP.SF,0,suspicious
51:18.3,19.97,TCP  ,EXT_SERVER,22,14105_56,47054,26,3745,1,.APRSF,0,suspicious
51:26.8,17.933,TCP  ,18851_139,58878,EXT_SERVER,22,14,1873,1,.APRSF,0,suspicious
51:26.8,17.933,TCP  ,EXT_SERVER,22,18851_139,58878,23,3589,1,.AP.SF,0,suspicious
51:28.0,19.756,TCP  ,EXT_SERVER,22,10767_152,60405,26,3745,1,.APRSF,0,suspicious
51:28.0,19.756,TCP  ,10767_152,60405,EXT_SERVER,22,24,2918,1,.AP.SF,0,suspicious
48:40.5,11.516,TCP  ,10006_27,21217,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious
48:40.5,11.516,TCP  ,EXT_SERVER,22,10006_27,21217,23,3473,1,.AP.SF,0,suspicious
46:40.6,135.065,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63110,3,132,1,.A..SF,0,normal
46:40.6,135.065,TCP  ,OPENSTACK_NET,63110,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
51:38.7,18.757,TCP  ,14105_56,52292,EXT_SERVER,22,24,2948,1,.AP.SF,0,suspicious
51:38.7,18.757,TCP  ,EXT_SERVER,22,14105_56,52292,26,3745,1,.APRSF,0,suspicious
52:04.6,0,TCP  ,19191_124,17937,EXT_SERVER,2323,1,46,1,....S.,0,suspicious
52:04.6,0,TCP  ,EXT_SERVER,2323,19191_124,17937,1,40,1,.A.R..,0,suspicious
51:48.2,19.026,TCP  ,EXT_SERVER,22,10767_152,23321,26,3745,1,.APRSF,0,suspicious
51:48.2,19.026,TCP  ,10767_152,23321,EXT_SERVER,22,24,2918,1,.AP.SF,0,suspicious
51:58.0,20.189,TCP  ,14105_56,57998,EXT_SERVER,22,24,2932,1,.AP.SF,0,suspicious
51:58.0,20.189,TCP  ,EXT_SERVER,22,14105_56,57998,26,3745,1,.APRSF,0,suspicious
49:21.7,0,UDP  ,14370_40,59089,EXT_SERVER,1900,1,122,1,......,0,suspicious
49:21.7,0,ICMP ,EXT_SERVER,0,14370_40,3.3,1,150,1,......,0,suspicious
52:22.3,0,TCP  ,19192_95,2031,EXT_SERVER,23,1,46,1,....S.,0,suspicious
52:22.3,0,TCP  ,EXT_SERVER,23,19192_95,2031,1,40,1,.A.R..,0,suspicious
52:07.8,20.713,TCP  ,EXT_SERVER,22,10767_152,51140,27,4773,1,.APRSF,0,suspicious
52:07.8,20.713,TCP  ,10767_152,51140,EXT_SERVER,22,24,2918,1,.AP.SF,0,suspicious
52:22.8,6.527,TCP  ,18851_139,51999,EXT_SERVER,22,5,301,1,.APRSF,0,suspicious
52:22.8,6.527,TCP  ,EXT_SERVER,22,18851_139,51999,6,1353,1,.AP.SF,0,suspicious
52:18.7,17.655,TCP  ,14105_56,3490,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
52:18.7,17.655,TCP  ,EXT_SERVER,22,14105_56,3490,26,3745,1,.APRSF,0,suspicious
52:37.9,0,TCP  ,10375_185,36877,EXT_SERVER,9999,1,46,1,....S.,0,suspicious
52:37.9,0,TCP  ,EXT_SERVER,9999,10375_185,36877,1,40,1,.A.R..,0,suspicious
49:40.1,0.069,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56437,7,702,1,.AP.SF,0,normal
49:40.1,0.069,TCP  ,OPENSTACK_NET,56437,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
49:40.1,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56438,7,556,1,.AP.SF,0,normal
49:40.1,0.054,TCP  ,OPENSTACK_NET,56438,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
49:40.6,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63159,7,702,1,.AP.SF,0,normal
49:40.6,0.059,TCP  ,OPENSTACK_NET,63159,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
49:40.6,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63160,7,556,1,.AP.SF,0,normal
49:40.6,0.059,TCP  ,OPENSTACK_NET,63160,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
49:41.8,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,56439,7,639,1,.AP.SF,0,normal
49:41.8,0.054,TCP  ,OPENSTACK_NET,56439,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
49:42.5,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63161,7,639,1,.AP.SF,0,normal
49:42.5,0.054,TCP  ,OPENSTACK_NET,63161,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
52:29.0,19.022,TCP  ,EXT_SERVER,22,10767_152,16721,26,3745,1,.APRSF,0,suspicious
52:29.0,19.022,TCP  ,10767_152,16721,EXT_SERVER,22,24,2966,1,.AP.SF,0,suspicious
52:46.4,1.017,TCP  ,EXT_SERVER,22,11065_245,56190,2,88,1,.A..S.,0,suspicious
52:46.4,1.017,TCP  ,11065_245,56190,EXT_SERVER,22,2,92,1,...RS.,0,suspicious
52:47.3,0.05,TCP  ,EXT_SERVER,22,11065_245,42411,4,213,1,.AP.SF,0,suspicious
52:47.3,0.05,TCP  ,11065_245,42411,EXT_SERVER,22,5,236,1,.A.RSF,0,suspicious
52:48.1,0.048,TCP  ,EXT_SERVER,22,11065_245,43206,4,213,1,.AP.SF,0,suspicious
52:48.1,0.048,TCP  ,11065_245,43206,EXT_SERVER,22,5,236,1,.A.RSF,0,suspicious
49:42.8,9.867,TCP  ,10006_27,45761,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
49:42.8,9.867,TCP  ,EXT_SERVER,22,10006_27,45761,19,3185,1,.AP.SF,0,suspicious
52:36.8,19.337,TCP  ,14105_56,5830,EXT_SERVER,22,26,3020,1,.AP.SF,0,suspicious
52:36.8,19.337,TCP  ,EXT_SERVER,22,14105_56,5830,26,3745,1,.APRSF,0,suspicious
52:50.9,10.254,TCP  ,10006_27,58342,EXT_SERVER,22,17,2649,1,.APRSF,0,suspicious
52:50.9,10.254,TCP  ,EXT_SERVER,22,10006_27,58342,23,4277,1,.AP.SF,0,suspicious
52:48.5,19.358,TCP  ,EXT_SERVER,22,10767_152,45004,26,3745,1,.APRSF,0,suspicious
52:48.5,19.358,TCP  ,10767_152,45004,EXT_SERVER,22,26,3054,1,.AP.SF,0,suspicious
52:56.7,17.398,TCP  ,14105_56,14162,EXT_SERVER,22,26,3004,1,.AP.SF,0,suspicious
52:56.7,17.398,TCP  ,EXT_SERVER,22,14105_56,14162,26,3745,1,.APRSF,0,suspicious
53:08.4,17.706,TCP  ,EXT_SERVER,22,10767_152,9691,26,3745,1,.APRSF,0,suspicious
53:08.4,17.706,TCP  ,10767_152,9691,EXT_SERVER,22,24,2982,1,.AP.SF,0,suspicious
53:14.6,18.419,TCP  ,14105_56,17886,EXT_SERVER,22,24,2900,1,.AP.SF,0,suspicious
53:14.6,18.419,TCP  ,EXT_SERVER,22,14105_56,17886,26,3745,1,.APRSF,0,suspicious
53:41.5,0.02,TCP  ,15129_70,42211,EXT_SERVER,1111,2,92,1,...RS.,0,suspicious
53:41.5,0.02,TCP  ,EXT_SERVER,1111,15129_70,42211,1,40,1,.A.R..,0,suspicious
53:26.6,19.431,TCP  ,EXT_SERVER,22,10767_152,35703,26,3745,1,.APRSF,0,suspicious
53:26.6,19.431,TCP  ,10767_152,35703,EXT_SERVER,22,24,2950,1,.AP.SF,0,suspicious
50:30.8,18.965,TCP  ,18851_139,25328,EXT_SERVER,22,17,2927,1,.AP.SF,0,suspicious
